alk_Q1,alk_Q2,alk_Q3,alk_Q4,pH_Q1,pH_Q2,pH_Q3,pH_Q4,DBPsf_Q1,DBPsf_Q2,DBPsf_Q3,DBPsf_Q4,wc_freq_TTHM,wc_freq_HAA5,expect_solids,expect_lime,expect_co2
19.82,24.32,26.06,3.76,6.73,7.87,6.46,6.25,0.23,0.70,0.02,0.70,0.25,0.02,19.2,28.2,22.2
13.03,13.84,23.03,15.69,7.63,7.17,7.40,7.65,0.75,0.42,0.04,0.18,0.25,0.07,20.4,12.0,1.1
14.21,21.72,26.15,4.12,6.41,6.47,6.45,6.20,0.39,0.17,0.02,0.70,0.25,0.09,18.0,36.7,33.7
30.71,28.91,15.19,11.04,7.87,9.29,8.64,6.81,0.71,0.05,0.03,0.11,0.25,0.00,21.5,14.8,3.3
17.47,21.58,31.62,11.16,6.02,7.09,6.00,6.00,0.02,0.45,0.02,0.43,0.25,0.05,17.5,63.4,67.0
5.22,1.92,23.12,17.55,6.85,7.37,7.27,6.64,0.74,0.08,0.06,0.34,0.25,0.05,19.6,17.4,8.5
7.03,57.75,1.54,24.83,6.89,8.45,6.29,6.17,0.75,0.02,0.04,0.25,0.14,0.00,24.8,39.9,30.5
26.44,24.11,19.05,24.39,7.75,8.82,7.69,7.93,0.72,0.03,0.02,0.25,0.30,0.02,21.2,11.8,0.0
17.40,0.76,8.03,13.95,7.23,7.17,6.86,7.19,0.55,0.56,0.02,0.63,0.30,0.07,19.8,13.7,3.7
9.19,17.61,11.85,8.35,7.76,7.52,8.08,7.95,0.70,0.07,0.06,0.19,0.27,0.05,20.7,11.4,0.0
14.47,21.85,12.69,15.08,6.41,7.03,6.01,6.08,0.28,0.08,0.65,0.24,0.30,0.05,17.7,41.8,40.4
28.75,56.91,14.24,9.69,6.87,9.50,6.39,6.64,0.30,0.04,0.72,0.13,0.14,0.00,25.5,30.2,17.9
16.39,1.33,7.68,21.54,7.45,7.15,6.86,7.58,0.02,0.51,0.02,0.63,0.30,0.07,20.0,12.7,2.3
26.97,20.56,10.40,0.52,6.72,6.78,6.23,6.40,0.47,0.02,0.10,0.68,0.30,0.07,18.4,27.1,21.7
7.20,30.33,28.61,10.48,6.50,7.88,6.07,6.14,0.59,0.08,0.04,0.16,0.27,0.00,19.5,43.0,40.0
0.19,43.16,19.73,28.03,7.47,8.76,8.46,6.67,0.31,0.02,0.02,0.12,0.23,0.00,23.9,20.8,8.2
10.88,43.39,15.25,4.73,8.59,9.49,8.79,7.41,0.10,0.06,0.04,0.04,0.20,0.00,24.7,17.6,3.4
19.26,49.59,23.62,16.15,6.96,8.21,7.78,6.68,0.02,0.02,0.02,0.47,0.18,0.00,24.8,24.9,12.2
7.38,26.69,8.75,8.96,6.31,6.01,6.03,6.04,0.20,0.51,0.05,0.21,0.30,0.11,16.6,57.2,60.3
9.24,23.85,26.38,5.13,6.62,7.95,6.35,6.57,0.23,0.06,0.07,0.26,0.25,0.02,19.4,25.6,18.8
28.42,58.01,19.25,10.73,7.48,7.69,6.68,6.88,0.23,0.03,0.03,0.51,0.14,0.00,26.1,26.5,12.9
11.68,57.96,23.93,28.36,6.50,7.37,6.00,6.21,0.19,0.02,0.04,0.72,0.14,0.00,24.3,49.9,43.3
26.97,20.57,12.24,1.82,6.72,6.75,6.23,6.40,0.39,0.02,0.10,0.67,0.30,0.07,18.3,27.2,21.9
30.45,22.39,30.21,26.48,6.23,6.28,6.28,6.21,0.25,0.10,0.07,0.42,0.25,0.09,17.6,46.6,46.4
5.37,57.62,23.81,15.14,6.54,8.87,6.28,6.03,0.19,0.02,0.07,0.28,0.11,0.00,24.6,48.6,41.5
6.55,30.08,12.30,9.57,6.69,9.11,6.21,6.61,0.49,0.06,0.02,0.03,0.30,0.00,20.1,25.4,17.7
7.10,67.85,28.14,16.62,6.59,7.97,6.20,6.16,0.25,0.02,0.05,0.04,0.05,0.00,26.1,50.5,42.1
29.26,43.96,25.01,25.98,6.74,7.56,6.46,6.22,0.57,0.06,0.07,0.42,0.20,0.00,22.7,35.5,27.4
13.85,29.06,15.71,10.04,7.88,9.29,7.38,7.19,0.71,0.05,0.02,0.11,0.30,0.00,21.5,13.2,1.5
27.19,21.50,24.95,27.37,6.44,7.13,6.46,6.32,0.38,0.62,0.04,0.54,0.25,0.05,18.5,30.1,25.2
30.18,49.33,23.05,23.34,7.76,9.49,7.20,7.37,0.72,0.57,0.04,0.37,0.16,0.00,25.7,20.1,5.5
12.81,23.96,0.07,5.13,6.59,7.82,6.34,6.51,0.23,0.06,0.05,0.24,0.30,0.02,19.1,24.6,17.9
24.85,6.66,15.79,9.74,7.74,8.87,9.01,8.12,0.08,0.70,0.02,0.75,0.27,0.02,21.5,12.1,0.0
28.59,24.34,18.66,24.20,7.75,8.25,7.38,7.84,0.25,0.06,0.02,0.27,0.30,0.02,20.9,11.7,0.2
27.01,21.56,25.19,21.01,6.52,6.50,6.45,6.34,0.39,0.43,0.02,0.70,0.25,0.09,18.2,31.4,27.0
12.56,43.48,16.32,26.44,6.53,9.44,8.52,6.84,0.71,0.04,0.02,0.10,0.20,0.00,23.8,24.6,13.0
31.87,29.24,5.73,18.03,7.68,9.31,7.87,6.91,0.25,0.72,0.02,0.65,0.27,0.00,21.4,14.2,2.7
12.59,31.02,25.14,24.67,6.00,7.85,6.00,6.00,0.02,0.75,0.03,0.02,0.27,0.00,18.9,61.8,63.5
29.79,43.85,15.58,27.36,7.49,8.13,8.75,6.84,0.32,0.04,0.07,0.20,0.20,0.00,24.2,20.2,7.1
31.34,15.94,8.96,16.26,6.77,6.81,6.27,6.55,0.73,0.61,0.02,0.17,0.30,0.07,18.6,24.2,18.0
10.07,22.49,12.06,25.07,6.76,6.47,6.30,6.50,0.67,0.59,0.03,0.19,0.30,0.09,18.3,26.5,21.0
31.49,24.09,23.72,14.92,7.92,7.95,7.23,6.78,0.58,0.08,0.02,0.12,0.25,0.02,20.5,14.7,4.3
12.02,43.96,25.09,18.77,6.52,7.33,6.47,6.32,0.56,0.06,0.02,0.71,0.20,0.00,22.6,36.0,28.1
7.70,25.42,19.00,8.96,6.31,6.09,6.12,6.04,0.20,0.51,0.05,0.21,0.30,0.11,16.8,52.8,54.7
4.81,13.87,24.40,26.80,6.92,6.81,6.82,6.35,0.74,0.48,0.03,0.02,0.25,0.07,19.0,23.3,16.3
29.11,0.05,1.67,28.86,6.76,6.73,6.08,6.58,0.41,0.02,0.30,0.02,0.30,0.07,18.4,27.1,21.6
30.93,24.31,29.93,15.38,6.14,8.05,6.02,6.00,0.22,0.13,0.03,0.59,0.27,0.02,18.1,56.9,58.3
31.59,24.21,12.84,12.54,7.10,7.82,6.46,6.56,0.16,0.20,0.73,0.67,0.30,0.02,19.5,19.6,11.3
7.36,30.07,15.49,28.76,6.42,8.71,6.00,6.07,0.45,0.65,0.02,0.04,0.30,0.00,19.1,43.4,40.9
10.01,97.21,26.24,29.50,6.74,6.22,6.49,6.39,0.37,0.02,0.02,0.02,0.00,0.00,26.7,76.6,73.3
6.93,58.79,1.77,25.13,7.14,9.43,6.32,6.42,0.15,0.02,0.05,0.37,0.11,0.00,25.5,32.8,21.2
7.79,24.32,28.57,11.76,6.16,8.05,6.20,6.01,0.23,0.06,0.03,0.40,0.25,0.02,18.4,50.3,50.1
27.93,23.87,26.05,4.12,6.56,7.82,6.46,6.26,0.36,0.70,0.03,0.71,0.25,0.02,19.0,29.7,24.2
33.38,14.68,22.82,8.37,7.64,7.33,7.30,7.06,0.75,0.42,0.02,0.18,0.27,0.07,20.2,12.9,2.4
29.07,66.72,25.54,17.65,7.65,7.43,6.45,6.93,0.21,0.02,0.04,0.09,0.05,0.00,27.2,32.2,18.6
12.56,43.48,16.32,0.03,6.53,9.33,8.52,6.84,0.30,0.04,0.02,0.10,0.20,0.00,23.7,24.7,13.2
29.35,59.91,27.74,3.61,6.28,9.49,6.14,6.21,0.68,0.02,0.03,0.25,0.09,0.00,24.9,52.0,45.2
30.92,21.70,25.28,23.62,6.87,7.02,6.39,6.70,0.26,0.03,0.02,0.13,0.25,0.05,19.1,21.7,14.3
15.41,21.46,5.83,10.21,6.95,7.13,6.52,6.40,0.44,0.12,0.02,0.72,0.30,0.05,18.9,21.8,14.7
5.87,43.64,6.84,28.40,6.73,8.68,8.69,6.66,0.05,0.06,0.07,0.71,0.20,0.00,23.8,24.2,12.5
7.51,67.09,28.35,28.20,6.22,6.32,6.05,6.09,0.72,0.02,0.03,0.02,0.11,0.00,23.6,78.6,79.1
7.61,26.69,8.83,9.23,6.31,6.02,6.03,6.04,0.21,0.51,0.64,0.21,0.30,0.11,16.7,57.0,60.0
20.41,17.80,18.57,12.98,7.60,7.43,7.72,8.05,0.75,0.37,0.02,0.17,0.30,0.05,20.5,11.3,0.1
28.16,24.30,12.16,2.49,6.63,8.01,6.06,6.10,0.48,0.02,0.03,0.51,0.30,0.02,18.4,36.7,33.3
14.09,66.72,25.51,17.73,7.65,7.43,6.45,6.91,0.30,0.02,0.03,0.03,0.05,0.00,27.2,32.3,18.8
15.28,21.99,23.31,18.84,7.37,7.17,6.94,7.58,0.48,0.02,0.02,0.52,0.25,0.05,20.2,13.1,2.7
19.25,57.89,24.23,14.92,6.80,8.62,6.26,6.55,0.19,0.03,0.02,0.03,0.11,0.00,25.3,35.2,24.2
8.59,16.30,25.27,10.24,7.01,7.40,6.29,6.32,0.36,0.55,0.02,0.25,0.27,0.05,18.8,26.3,20.3
6.27,72.47,28.93,12.05,6.69,7.34,6.13,6.31,0.69,0.02,0.14,0.46,0.02,0.00,26.7,50.5,41.5
34.18,26.69,29.06,15.91,6.29,6.02,6.04,6.21,0.53,0.02,0.64,0.74,0.27,0.11,17.1,57.5,60.1
4.57,59.82,11.66,15.74,7.66,9.47,8.66,6.75,0.24,0.04,0.03,0.04,0.09,0.00,27.0,24.9,10.0
26.28,24.30,10.19,15.93,7.53,7.92,6.94,7.86,0.70,0.59,0.02,0.05,0.30,0.02,20.7,12.4,1.3
30.71,28.91,15.19,11.04,7.87,9.29,8.64,6.77,0.71,0.05,0.03,0.12,0.25,0.00,21.4,15.0,3.7
12.71,71.19,12.67,10.20,6.96,8.68,8.56,6.84,0.30,0.04,0.41,0.29,0.02,0.00,28.3,30.2,15.0
3.10,30.27,0.07,5.21,6.58,7.82,6.25,6.51,0.23,0.06,0.05,0.24,0.30,0.00,19.9,27.5,20.5
5.98,22.21,25.18,21.14,6.48,7.25,6.27,6.13,0.47,0.05,0.05,0.59,0.27,0.05,18.2,35.9,32.6
30.99,24.66,23.44,5.78,7.10,7.77,7.02,6.60,0.56,0.33,0.02,0.25,0.25,0.02,20.0,17.4,8.2
29.47,4.72,20.68,17.42,6.11,7.41,6.00,6.00,0.44,0.29,0.05,0.41,0.30,0.05,17.4,52.5,53.7
25.96,19.40,7.35,17.97,6.06,7.39,6.01,6.03,0.29,0.53,0.03,0.06,0.30,0.05,17.4,52.8,54.1
7.54,43.80,7.70,6.17,7.69,7.65,8.79,6.93,0.02,0.05,0.02,0.42,0.20,0.00,24.3,19.9,6.7
9.83,49.63,28.11,15.56,6.03,9.29,6.13,6.08,0.51,0.06,0.10,0.60,0.16,0.00,23.0,62.2,59.8
20.09,21.76,22.85,16.62,6.86,7.23,6.67,6.96,0.30,0.35,0.02,0.15,0.27,0.05,19.6,17.0,8.1
10.88,43.39,10.67,4.73,7.48,9.49,8.78,7.42,0.72,0.08,0.02,0.04,0.20,0.00,24.6,17.7,3.6
19.43,49.37,7.46,7.72,6.81,8.04,8.52,6.55,0.05,0.02,0.06,0.75,0.18,0.00,24.6,26.7,14.7
12.00,43.96,25.09,18.77,7.17,7.33,6.47,6.32,0.56,0.06,0.02,0.66,0.20,0.00,23.0,31.4,22.1
16.93,43.41,23.03,20.21,7.63,9.34,7.54,6.72,0.27,0.39,0.02,0.07,0.20,0.00,24.1,20.3,7.4
28.80,26.69,29.06,17.86,6.32,6.02,6.04,6.21,0.22,0.58,0.64,0.04,0.27,0.11,17.1,55.8,58.1
5.81,0.98,27.56,15.32,6.71,6.84,6.19,6.47,0.52,0.03,0.05,0.40,0.25,0.07,18.6,29.5,24.4
4.27,59.82,11.64,15.82,7.66,9.47,8.66,7.32,0.75,0.02,0.02,0.67,0.09,0.00,27.3,22.8,7.1
7.44,65.45,12.29,13.96,7.55,8.62,8.16,6.90,0.73,0.04,0.02,0.04,0.07,0.00,27.7,26.6,11.2
24.90,21.70,25.28,24.98,6.50,7.02,6.39,6.70,0.26,0.08,0.02,0.13,0.25,0.05,18.9,25.3,18.9
30.03,57.97,22.46,10.35,7.45,8.80,7.57,6.64,0.75,0.02,0.03,0.02,0.11,0.00,26.3,26.1,12.1
14.58,16.34,23.64,24.17,6.56,6.81,6.80,6.61,0.72,0.64,0.02,0.04,0.25,0.07,19.0,22.7,15.7
6.15,59.50,0.46,15.16,6.17,7.31,6.27,6.00,0.40,0.05,0.12,0.06,0.11,0.00,24.3,58.9,54.4
30.39,17.96,2.34,1.89,8.04,7.49,8.83,7.79,0.03,0.04,0.06,0.02,0.25,0.05,20.8,11.5,0.0
5.99,24.07,25.29,11.25,6.04,7.75,6.28,6.08,0.08,0.25,0.08,0.43,0.27,0.02,18.2,49.7,49.5
29.83,23.74,2.69,9.64,7.00,7.88,6.22,6.33,0.34,0.03,0.02,0.26,0.30,0.02,19.0,25.7,19.3
29.74,24.17,8.84,17.84,7.02,6.15,6.28,6.28,0.26,0.14,0.03,0.58,0.30,0.09,17.7,33.7,30.3
17.92,78.80,27.37,13.78,6.70,8.03,6.41,6.69,0.39,0.02,0.11,0.40,0.00,0.00,28.3,40.8,28.0
17.17,13.95,22.98,10.25,7.60,7.40,7.42,6.54,0.42,0.43,0.02,0.03,0.25,0.05,19.8,16.0,6.7
16.94,24.16,25.29,11.25,6.85,7.75,6.28,6.93,0.17,0.25,0.08,0.43,0.27,0.02,19.7,21.3,13.2
6.55,9.93,13.73,23.70,6.64,6.82,6.29,6.30,0.20,0.02,0.04,0.43,0.30,0.07,18.2,28.7,23.8
3.69,18.75,2.24,8.88,7.36,6.94,6.44,6.59,0.28,0.50,0.02,0.59,0.30,0.07,19.1,19.1,11.2
17.02,28.76,15.65,14.88,7.56,9.49,8.09,6.91,0.30,0.45,0.11,0.43,0.27,0.00,21.6,14.2,2.6
7.29,58.64,22.72,12.80,6.53,8.77,6.17,6.28,0.28,0.02,0.02,0.39,0.11,0.00,24.8,42.9,34.2
4.39,49.00,3.39,27.12,7.99,9.46,8.85,6.67,0.29,0.02,0.03,0.13,0.18,0.00,25.2,22.2,8.6
19.83,49.55,27.66,27.55,6.47,7.70,6.33,6.64,0.22,0.02,0.02,0.43,0.18,0.00,23.9,36.3,27.2
31.31,21.96,24.18,23.62,6.56,7.00,6.41,6.70,0.23,0.03,0.02,0.13,0.27,0.05,18.9,24.0,17.3
10.69,22.32,15.61,26.37,6.25,6.28,6.16,6.29,0.46,0.02,0.02,0.04,0.30,0.09,17.3,41.8,40.8
7.80,61.59,1.19,11.04,6.78,8.58,6.42,6.70,0.08,0.02,0.38,0.58,0.09,0.00,26.1,32.3,19.9
26.70,21.62,5.91,28.02,6.86,7.22,6.29,6.44,0.45,0.06,0.06,0.13,0.30,0.05,18.7,23.7,17.2
10.70,1.33,8.03,15.32,7.05,7.16,6.49,6.71,0.56,0.54,0.02,0.66,0.30,0.07,19.2,18.1,9.8
22.37,0.84,22.09,24.24,7.19,7.16,7.08,7.56,0.06,0.34,0.02,0.02,0.27,0.07,20.1,13.0,2.6
13.63,43.31,26.08,11.06,6.61,8.09,6.42,6.23,0.69,0.02,0.02,0.03,0.23,0.00,22.5,36.6,28.9
6.05,21.99,22.89,26.72,7.38,7.21,6.97,7.79,0.50,0.02,0.02,0.04,0.27,0.05,20.2,12.8,2.3
21.01,24.23,25.29,11.25,7.16,7.75,6.47,6.27,0.23,0.24,0.10,0.43,0.25,0.02,19.4,25.0,18.1
3.69,18.75,25.04,8.88,7.29,6.94,6.44,6.59,0.28,0.11,0.02,0.59,0.25,0.07,19.2,20.6,12.8
10.82,28.76,16.02,26.54,8.14,9.46,7.34,7.88,0.26,0.08,0.08,0.58,0.30,0.00,21.8,12.6,0.4
7.51,67.09,28.35,28.20,6.03,6.32,6.05,6.09,0.72,0.02,0.03,0.02,0.11,0.00,23.5,85.4,87.6
24.34,0.00,4.71,21.79,6.40,6.82,6.02,6.09,0.52,0.62,0.72,0.09,0.30,0.07,17.6,42.0,40.8
32.81,19.57,17.19,18.20,7.60,7.37,6.41,6.78,0.75,0.09,0.02,0.18,0.30,0.05,19.4,16.8,8.0
10.88,43.39,10.67,4.73,7.48,9.49,8.78,8.11,0.72,0.08,0.02,0.04,0.20,0.00,24.8,17.5,3.2
11.11,22.18,10.05,10.45,7.37,6.27,6.17,6.74,0.67,0.02,0.66,0.75,0.30,0.09,18.4,25.6,19.8
30.03,57.97,22.46,10.35,7.45,8.80,7.57,7.52,0.75,0.02,0.03,0.02,0.11,0.00,26.8,22.9,7.7
13.63,43.31,26.08,11.06,6.61,7.93,6.42,6.23,0.69,0.02,0.02,0.03,0.23,0.00,22.5,36.7,29.1
26.28,24.30,10.19,15.93,7.12,7.73,6.94,7.86,0.70,0.59,0.02,0.05,0.30,0.02,20.5,13.2,2.5
20.25,100.48,29.60,33.02,6.17,6.02,6.05,6.00,0.74,0.02,0.02,0.69,0.05,0.00,24.7,128.5,138.9
28.61,15.93,23.61,15.55,7.06,6.89,6.94,6.71,0.69,0.75,0.02,0.02,0.25,0.07,19.5,17.4,8.6
27.93,21.50,25.94,12.20,6.58,6.40,6.19,6.22,0.39,0.02,0.02,0.20,0.27,0.09,17.8,37.5,35.0
29.44,65.18,30.36,15.06,6.39,8.43,6.06,6.50,0.75,0.04,0.02,0.07,0.07,0.00,25.9,50.4,42.1
19.68,43.96,28.23,11.06,6.54,7.00,6.13,6.09,0.51,0.06,0.02,0.52,0.23,0.00,22.0,48.8,44.4
20.49,17.43,25.13,17.48,6.41,6.93,6.40,6.28,0.27,0.25,0.03,0.59,0.25,0.07,18.3,32.5,28.3
16.39,1.33,7.68,21.54,7.45,7.19,6.86,7.58,0.02,0.51,0.02,0.63,0.30,0.07,20.0,12.6,2.2
29.79,43.85,15.58,27.36,7.49,8.13,8.75,6.96,0.32,0.04,0.07,0.20,0.20,0.00,24.3,19.6,6.3
12.50,42.85,18.25,5.67,7.89,9.48,8.46,6.86,0.73,0.07,0.02,0.60,0.23,0.00,24.2,18.8,5.5
7.37,59.05,9.66,28.38,6.60,8.94,6.31,6.26,0.16,0.02,0.61,0.42,0.11,0.00,25.0,40.1,30.6
18.68,18.17,2.34,1.58,7.53,7.49,8.79,7.49,0.03,0.03,0.06,0.16,0.25,0.05,20.6,11.7,0.5
20.02,57.12,22.71,0.84,7.65,8.19,6.65,6.93,0.21,0.02,0.02,0.09,0.14,0.00,26.1,25.9,12.1
11.22,58.45,14.63,11.32,6.62,8.96,6.66,6.72,0.02,0.02,0.52,0.08,0.11,0.00,25.7,31.0,18.7
4.67,43.25,23.12,18.00,6.85,7.56,7.27,6.56,0.74,0.08,0.06,0.34,0.23,0.00,23.4,25.1,14.0
10.69,22.32,15.62,26.37,6.53,6.87,6.46,6.32,0.46,0.73,0.02,0.04,0.30,0.05,18.4,28.2,22.9
12.87,24.30,13.46,14.95,7.53,7.90,6.44,6.61,0.31,0.55,0.02,0.72,0.30,0.02,19.7,18.2,9.4
30.37,24.31,9.72,9.69,7.84,7.75,8.49,7.78,0.29,0.71,0.03,0.39,0.27,0.02,21.0,11.7,0.1
18.29,16.29,1.37,21.76,7.35,7.16,6.87,7.24,0.21,0.06,0.02,0.61,0.30,0.07,19.9,13.3,3.2
27.01,21.56,25.19,21.04,6.56,6.50,6.45,6.34,0.39,0.43,0.02,0.70,0.25,0.09,18.3,30.8,26.3
10.36,28.59,2.63,22.01,6.19,9.50,6.00,6.03,0.73,0.02,0.40,0.60,0.30,0.00,18.9,49.6,48.6
31.23,26.69,29.06,3.87,6.04,6.02,6.03,6.02,0.36,0.58,0.03,0.12,0.27,0.11,16.6,71.4,77.7
9.56,72.53,28.32,13.68,6.21,7.38,6.27,6.00,0.24,0.02,0.05,0.41,0.02,0.00,26.1,64.9,59.8
12.16,43.27,26.02,26.91,6.98,9.36,6.35,6.52,0.08,0.03,0.02,0.66,0.23,0.00,23.1,28.8,18.8
17.93,66.38,22.28,26.74,8.36,9.50,9.32,7.87,0.73,0.02,0.04,0.14,0.05,0.00,28.8,24.6,7.7
8.62,20.65,12.41,27.07,6.72,6.75,6.23,6.39,0.39,0.31,0.10,0.67,0.30,0.07,18.3,27.4,22.0
26.62,28.63,23.94,1.12,6.58,9.33,6.00,6.23,0.74,0.04,0.07,0.02,0.30,0.00,19.3,37.4,33.2
29.44,65.27,30.27,12.80,6.53,8.78,6.23,6.29,0.73,0.04,0.02,0.39,0.07,0.00,26.0,47.3,38.3
5.11,6.18,8.02,5.93,7.19,7.19,6.43,6.65,0.75,0.51,0.02,0.02,0.30,0.07,19.2,18.5,10.3
29.05,22.49,20.68,15.48,6.17,6.30,6.00,6.01,0.37,0.42,0.63,0.18,0.30,0.09,16.8,55.5,58.1
32.90,22.39,30.82,18.29,6.17,6.28,6.14,6.01,0.48,0.42,0.03,0.19,0.25,0.09,17.1,58.4,61.3
27.93,23.93,0.05,6.94,6.58,6.47,6.23,6.22,0.39,0.05,0.02,0.07,0.30,0.07,17.9,34.6,31.3
19.17,22.72,28.63,29.79,6.00,6.73,6.13,6.29,0.07,0.02,0.03,0.06,0.25,0.05,17.8,51.6,52.3
8.69,15.19,22.73,20.21,7.35,7.20,7.54,6.97,0.27,0.75,0.02,0.07,0.27,0.07,20.0,13.4,3.2
13.25,30.23,26.81,14.95,6.57,8.52,6.26,6.53,0.75,0.63,0.02,0.74,0.25,0.00,20.2,29.4,22.6
29.03,13.84,18.59,15.69,7.94,7.39,7.58,7.70,0.73,0.43,0.04,0.18,0.30,0.05,20.4,11.3,0.2
9.37,24.22,8.21,10.48,7.13,7.96,6.37,6.90,0.24,0.05,0.05,0.24,0.30,0.02,19.8,17.7,8.6
18.01,22.49,16.55,12.17,6.77,6.40,6.48,6.50,0.05,0.02,0.02,0.20,0.30,0.09,18.4,25.6,19.8
27.93,23.64,0.05,6.94,6.58,6.25,6.23,6.22,0.38,0.03,0.02,0.27,0.30,0.09,17.5,37.1,34.7
7.18,57.60,28.80,9.83,6.21,7.15,6.00,6.33,0.47,0.02,0.02,0.06,0.14,0.00,24.1,57.7,53.0
15.56,22.26,30.93,10.34,6.17,7.13,6.02,6.11,0.29,0.17,0.03,0.18,0.25,0.05,17.8,52.2,52.9
13.60,21.50,24.97,27.37,6.95,7.13,6.46,6.64,0.40,0.02,0.04,0.54,0.25,0.05,19.2,20.7,12.9
7.38,26.69,20.88,8.96,6.43,6.03,6.03,6.04,0.20,0.50,0.05,0.21,0.30,0.11,16.8,54.3,56.5
24.14,24.31,23.26,23.74,7.04,7.68,6.74,6.75,0.25,0.72,0.02,0.52,0.27,0.02,19.9,17.1,7.9
9.19,18.15,20.88,6.69,7.78,7.62,8.07,8.05,0.75,0.02,0.02,0.72,0.27,0.05,20.8,11.5,0.0
12.57,22.72,29.12,29.94,6.32,6.71,6.19,6.17,0.12,0.02,0.23,0.03,0.25,0.05,18.1,42.9,41.3
10.65,43.96,25.11,11.09,6.52,7.31,6.47,6.28,0.56,0.06,0.02,0.40,0.20,0.00,22.6,36.7,29.0
5.98,24.16,25.27,18.92,6.41,7.76,6.29,6.06,0.26,0.25,0.09,0.72,0.27,0.02,18.5,39.5,36.7
3.93,29.12,12.32,7.47,7.58,9.28,8.80,7.54,0.44,0.03,0.02,0.42,0.25,0.00,21.8,12.9,0.6
27.88,21.85,9.47,18.21,7.29,6.33,6.66,6.38,0.41,0.03,0.07,0.20,0.30,0.09,18.5,24.8,18.8
28.71,0.00,7.50,17.97,6.05,7.41,6.00,6.00,0.46,0.03,0.58,0.72,0.30,0.05,17.4,54.8,56.6
29.03,21.81,20.26,17.43,6.70,6.32,6.13,6.33,0.45,0.59,0.37,0.51,0.30,0.09,17.7,33.7,30.4
16.39,1.33,18.66,21.51,7.45,7.19,6.81,7.43,0.02,0.51,0.02,0.63,0.30,0.07,20.0,12.9,2.7
11.04,1.33,24.45,15.32,7.05,7.39,6.49,6.71,0.56,0.55,0.02,0.04,0.27,0.05,19.4,18.9,10.5
1.28,23.75,23.71,15.37,7.65,7.94,6.91,6.58,0.37,0.08,0.02,0.73,0.25,0.02,20.1,16.9,7.4
24.31,2.55,5.89,25.89,6.53,6.84,6.04,6.13,0.50,0.56,0.20,0.32,0.30,0.07,17.8,38.3,36.0
28.88,21.10,20.27,0.95,7.12,7.32,6.70,6.80,0.73,0.04,0.02,0.21,0.30,0.05,19.5,15.9,6.8
1.91,21.95,15.65,15.54,7.58,7.02,6.42,6.57,0.35,0.17,0.02,0.20,0.30,0.05,19.1,19.1,11.0
26.12,72.53,28.18,10.82,6.21,8.73,6.27,6.03,0.57,0.02,0.05,0.28,0.02,0.00,26.4,62.1,56.1
22.67,22.49,25.25,12.15,7.31,6.40,6.58,6.50,0.73,0.57,0.02,0.19,0.25,0.09,18.9,23.8,17.1
28.74,65.45,28.66,8.67,6.39,8.04,6.06,6.29,0.26,0.04,0.05,0.27,0.07,0.00,25.7,53.1,45.7
9.97,28.80,0.01,9.39,7.40,9.45,6.54,6.73,0.50,0.03,0.02,0.25,0.30,0.00,20.8,17.6,7.6
12.06,15.93,7.98,24.26,6.53,6.69,6.10,6.18,0.69,0.58,0.02,0.05,0.30,0.07,17.8,36.2,33.5
28.94,24.31,23.21,15.93,7.67,8.03,6.63,6.91,0.31,0.54,0.02,0.05,0.27,0.02,20.3,15.5,5.5
2.73,49.70,12.32,7.47,7.58,9.35,8.80,7.42,0.43,0.03,0.02,0.10,0.16,0.00,25.7,19.7,5.0
5.56,61.80,2.94,17.70,6.86,8.10,6.34,6.85,0.24,0.04,0.03,0.02,0.09,0.00,26.1,31.7,19.2
30.57,19.25,22.85,14.75,7.79,7.39,7.50,6.96,0.75,0.68,0.03,0.25,0.27,0.05,20.2,12.9,2.4
0.64,71.78,7.70,7.19,7.69,9.27,8.83,7.12,0.35,0.04,0.06,0.03,0.02,0.00,28.9,27.1,10.7
6.76,31.09,9.09,21.79,6.44,7.95,6.33,6.31,0.03,0.73,0.02,0.74,0.27,0.00,19.9,32.0,26.1
6.95,58.10,1.78,25.05,7.03,7.27,6.31,6.32,0.36,0.02,0.05,0.08,0.14,0.00,24.9,37.2,27.1
0.81,24.32,9.25,14.95,7.33,7.96,6.96,7.45,0.36,0.68,0.02,0.11,0.30,0.02,20.5,12.9,2.0
7.07,49.66,18.62,21.53,7.13,7.87,8.84,7.12,0.48,0.02,0.02,0.62,0.16,0.00,25.3,22.0,8.2
6.22,43.64,27.19,11.42,6.70,9.46,6.26,6.39,0.74,0.02,0.07,0.75,0.20,0.00,22.8,34.1,25.6
27.85,71.21,12.66,10.20,7.47,8.68,8.56,6.84,0.30,0.04,0.41,0.29,0.02,0.00,28.5,28.8,13.1
30.86,71.63,30.66,16.27,6.30,8.07,6.19,6.20,0.19,0.02,0.02,0.69,0.02,0.00,26.5,56.9,49.6
19.49,9.92,23.39,25.69,7.37,7.08,6.94,7.55,0.48,0.02,0.03,0.04,0.25,0.07,20.1,13.3,2.9
12.16,21.51,25.59,14.31,7.08,7.10,6.35,6.40,0.02,0.63,0.02,0.75,0.25,0.05,18.9,24.3,17.7
4.11,83.56,30.78,1.02,6.01,6.13,6.00,6.02,0.75,0.03,0.08,0.06,0.07,0.00,24.3,111.3,118.3
